PDR Number,Date Received,Type,Item Requested,Person Received,Date due,Date Complete,Request Source
P2014-1869,6/5/2014,PDR,14-112043,COUNTER,6/12/2014,Attorney,
P2014-1870,6/5/2014,PDR,10-287870,COUNTER,6/11/2014,Agency,
P2014-1871,6/5/2014,PDR,14-139468,COUNTER,6/10/2014,Individual,
P2014-1875,6/5/2014,PDR,09-432663,EMAIL,9/2/2014,Individual,
P2014-1876,6/5/2014,PDR,13-423411,EMAIL,6/10/2014,Attorney,
P2014-1877,6/5/2014,PDR,CAD REPORTS,EMAIL,6/11/2014,Agency,
P2014-1878,6/5/2014,PDR,07-236653,EMAIL,6/11/2014,Attorney,
P2014-1879,6/5/2014,PDR,13-388576,EMAIL,6/10/2014,Individual,
P2014-1880,6/5/2014,PDR,14-56773,EMAIL,8/25/2014,Attorney,
P2014-1881,6/5/2014,PDR,OPA RECORDS,EMAIL,10/9/2014,Individual,
P2014-1882,6/5/2014,PDR,TRAINING RECORDS,EMAIL,6/14/2014,Attorney,
P2014-1883,6/5/2014,PDR,14-160660,MAIL,6/11/2014,Attorney,
P2014-1884,6/5/2014,PDR,14-156989,FAX,6/11/2014,Attorney,
P2014-1885,6/5/2014,PDR,09-224390,COUNTER,6/10/2014,Individual,
P2014-1886,6/5/2014,PDR,14-34696,FAX,6/19/2014,Attorney,
P2014-1889,6/5/2014,PDR,14-10456,COUNTER,6/11/2014,Individual,
P2014-1919,6/5/2014,PDR,-,MAIL,7/10/2014,Attorney,
P2014-1923,6/5/2014,PDR,12-439656,MAIL,7/10/2014,Attorney,
P2014-1847,6/6/2014,PDR,08-454653,MAIL,8/19/2014,Inmate,
P2014-1872,6/6/2014,PDR,14-178069,EMAIL,-,Media,
P2014-1873,6/6/2014,PDR,14-178069,EMAIL,-,Media,
P2014-1874,6/6/2014,PDR,14-171399,EMAIL,6/10/2014,Individual,
P2014-1887,6/6/2014,PDR,14-178069,EMAIL,7/16/2014,Media,
P2014-1888,6/6/2014,PDR,14-178069,EMAIL,7/16/2014,Media,
P2014-1894,6/6/2014,PDR,"14-104211, 14-130674",EMAIL,7/14/2014,Individual,
P2014-1895,6/6/2014,PDR,13-418722,EMAIL,6/12/2014,Attorney,
P2014-1896,6/6/2014,PDR,14-178069,EMAIL,7/16/2014,Media,
P2014-1897,6/6/2014,PDR,13-5300,COUNTER,6/11/2014,Individual,
P2014-1898,6/6/2014,PDR,14-095063,MAIL,6/27/2014,Attorney,
P2014-1899,6/6/2014,PDR,14-178069,EMAIL,7/16/2014,Media,
P2014-1900,6/6/2014,PDR,14-170018,EMAIL,6/27/2014,Individual,
P2014-1901,6/6/2014,PDR,14-124574,FAX,6/12/2014,Attorney,
P2014-1902,6/6/2014,PDR,14-175539,FAX,6/27/2014,Attorney,
P2014-1903,6/6/2014,PDR,CFS,EMAIL,7/25/2014,Individual,
P2014-1920,6/6/2014,PDR,13-138437,EMAIL,6/13/2014,Individual,
P2014-1921,6/6/2014,PDR,14-169685,EMAIL,6/12/2014,Individual,
P2014-1922,6/6/2014,PDR,Jul-6671,EMAIL,6/16/2014,Attorney,
P2014-1933,6/6/2014,PDR,CERTIFIED COPIES,MAIL,6/13/2014,Attorney,
P2014-1948,6/6/2014,PDR,-,EMAIL,7/3/2014,Individual,
P2014-1949,6/6/2014,PDR,ALL REPORTS,EMAIL,7/3/2014,Attorney,
P2014-1951,6/6/2014,PDR,ALL DOCUMENTS,EMAIL,6/16/2014,Individual,
P2014-1890,6/9/2014,PDR,-,EMAIL,6/11/2014,Individual,
P2014-1891,6/9/2014,PDR,14-119369,FAX,7/21/2014,Attorney,
P2014-1892,6/9/2014,PDR,11-118345,MAIL,6/15/2014,Attorney,
P2014-1893,6/9/2014,PDR,14-117676,MAIL,9/26/2014,Inmate,
P2014-1904,6/9/2014,PDR,14-178253,EMAIL,6/10/2014,Individual,
P2014-1905,6/9/2014,PDR,INCIDENT REPORTS & 911 CALLS,COUNTER,8/25/2014,Individual,
P2014-1906,6/9/2014,PDR,13-152636,COUNTER,6/11/2014,Individual,
P2014-1908,6/9/2014,PDR,13-321925,EMAIL,3/2/2015,Attorney,
P2014-1909,6/9/2014,PDR,97-151473,EMAIL,6/11/2014,Individual,
P2014-1910,6/9/2014,PDR,12-235934,EMAIL,6/16/2014,Attorney,
P2014-1911,6/9/2014,PDR,14-166141,FAX,6/25/2014,Attorney,
P2014-1912,6/9/2014,PDR,POLICIES & PROCEDURES,EMAIL,6/15/2014,Individual,
P2014-1913,6/9/2014,PDR,14-161230,EMAIL,6/11/2014,Individual,
P2014-1915,6/9/2014,PDR,PHOTOS,COUNTER,6/11/2014,Individual,
P2014-1918,6/9/2014,PDR,ALL COLLISION REPORTS,MAIL,6/11/2014,Attorney,
P2014-1926,6/9/2014,PDR,14-8764,EMAIL,6/11/2014,Individual,
P2014-1927,6/9/2014,PDR,14-175702,EMAIL,6/11/2014,Individual,
P2014-1907,6/10/2014,PDR,14-155968,EMAIL,6/11/2014,Individual,
P2014-1914,6/10/2014,PDR,13-237380,EMAIL,6/15/2014,Individual,
P2014-1916,6/10/2014,PDR,12-177731,MAIL,6/15/2014,Attorney,
P2014-1917,6/10/2014,PDR,13-106971,EMAIL,11/5/2014,Attorney,
P2014-1924,6/10/2014,PDR,14-178069,EMAIL,-,Media,
P2014-1925,6/10/2014,PDR,14-164667,EMAIL,6/16/2014,Individual,
P2014-1941,6/10/2014,PDR,14-128513,EMAIL,10/23/2014,Attorney,
P2014-1944,6/10/2014,PDR,ACCIDENT REPORT,EMAIL,7/6/2014,Attorney,
P2014-1946,6/10/2014,PDR,14-179998,EMAIL,6/15/2014,Individual,
P2014-1947,6/10/2014,PDR,14-152941,FAX,6/15/2014,Attorney,
P2014-1950,6/10/2014,PDR,14-34115,COUNTER,6/24/2014,Attorney,
P2014-1952,6/10/2014,PDR,TRAFFIC CITATIONS / INFRACTIONS,EMAIL,7/14/2014,Individual,
P2014-1953,6/10/2014,PDR,13-40168,EMAIL,6/15/2014,Attorney,
P2014-1954,6/10/2014,PDR,10-159310,EMAIL,6/16/2014,Attorney,
P2014-1955,6/10/2014,PDR,11-92474,COUNTER,6/15/2014,Individual,
P2014-1956,6/10/2014,PDR,13-426275,COUNTER,6/15/2014,Individual,
P2014-1957,6/10/2014,PDR,14-181147,FAX,6/15/2014,Individual,
P2014-1958,6/10/2014,PDR,13-445514,EMAIL,6/15/2014,Individual,
P2014-1959,6/10/2014,PDR,09-104168,EMAIL,6/15/2014,Attorney,
P2014-1928,6/11/2014,PDR,13-269839,COUNTER,6/16/2014,Individual,
P2014-1929,6/11/2014,PDR,14-64154,MAIL,8/29/2014,Inmate,
P2014-1930,6/11/2014,PDR,"03-343414, 07-163837",COUNTER,6/16/2014,Individual,
P2014-1932,6/11/2014,PDR,ALL NOTICES,EMAIL,6/16/2014,Attorney,
P2014-1934,6/11/2014,PDR,-,EMAIL,7/11/2014,Media,
P2014-1935,6/11/2014,PDR,CIT 12850949,EMAIL,6/17/2014,Attorney,
P2014-1936,6/11/2014,PDR,11-398421,EMAIL,6/16/2014,Attorney,
P2014-1937,6/11/2014,PDR,14-159821,COUNTER,6/13/2014,Individual,
P2014-1938,6/11/2014,PDR,CFS,EMAIL,7/16/2014,Individual,
P2014-1939,6/11/2014,PDR,13-439554,EMAIL,6/16/2014,Attorney,
P2014-1940,6/11/2014,PDR,CFS,EMAIL,7/16/2014,Individual,
P2014-1942,6/11/2014,PDR,-,EMAIL,6/16/2014,Attorney,
P2014-1943,6/11/2014,PDR,11-298038,EMAIL,8/20/2014,Attorney,
P2014-1945,6/11/2014,PDR,14-179321,EMAIL,6/16/2014,Attorney,
P2014-1975,6/11/2014,PDR,14-83599,EMAIL,6/16/2014,Agency,
P2014-2016,6/11/2014,PDR,-,FAX,6/18/2014,Attorney,
P2014-1931,6/12/2014,PDR,14171341,EMAIL,6/16/2014,Attorney,
P2014-1960,6/12/2014,PDR,OPA FILE,MAIL,5/12/2015,Inmate,
P2014-1961,6/12/2014,PDR,ALL RECORDS/DOCUMENTS,EMAIL,5/27/2015,Attorney,
P2014-1962,6/12/2014,PDR,ALL RECORDS/DOCUMENTS,EMAIL,9/25/2014,Attorney,
P2014-1963,6/12/2014,PDR,ALL RECORDS/DOCUMENTS,EMAIL,9/25/2014,Attorney,
P2014-1964,6/12/2014,PDR,13-404901,EMAIL,9/1/2014,Attorney,
P2014-1965,6/12/2014,PDR,06-348858,COUNTER,6/17/2014,Individual,
P2014-1966,6/12/2014,PDR,13-263522,COUNTER,6/17/2014,Individual,
P2014-1967,6/12/2014,PDR,14-105522,MAIL,6/17/2014,Attorney,
P2014-1968,6/12/2014,PDR,14-140095,FAX,6/19/2014,Attorney,
P2014-1969,6/12/2014,PDR,14-176838,COUNTER,6/19/2014,Individual,
P2014-1970,6/12/2014,PDR,14-163758,EMAIL,6/17/2014,Individual,
P2014-1971,6/12/2014,PDR,14-39434,FAX,7/9/2014,Attorney,
P2014-1972,6/12/2014,PDR,13-257361,FAX,6/17/2014,Attorney,
P2014-1973,6/12/2014,PDR,DOCUMENT,EMAIL,6/17/2014,Individual,
P2014-1974,6/12/2014,PDR,RECORDS,EMAIL,6/26/2014,Individual,
P2014-1976,6/12/2014,PDR,12-147032,EMAIL,6/17/2014,Attorney,
P2014-1977,6/12/2014,PDR,CFS,EMAIL,7/31/2014,Individual,
P2014-1978,6/12/2014,PDR,14-160321,EMAIL,6/17/2014,Individual,
P2014-1981,6/12/2014,PDR,14-178069,EMAIL,7/31/2014,Individual,
P2014-1982,6/12/2014,PDR,"14-178770, 14-185079",EMAIL,6/19/2014,Agency,
P2014-1983,6/12/2014,PDR,14-160843,EMAIL,6/19/2014,Attorney,
P2014-1984,6/12/2014,PDR,14-11805,EMAIL,6/19/2014,Attorney,
P2014-1985,6/12/2014,PDR,14-176838,EMAIL,6/19/2014,Attorney,
P2014-1986,6/12/2014,PDR,"INCIDENT REPORT, FOLLOW-UP",EMAIL,7/17/2014,Attorney,
P2014-1987,6/12/2014,PDR,14-166118,EMAIL,6/17/2014,Individual,
P2014-1991,6/12/2014,PDR,95-73479,EMAIL,6/17/2014,Individual,
P2014-2015,6/12/2014,PDR,12-413908,EMAIL,6/27/2014,Media,
P2014-1988,6/13/2014,PDR,ALL DOCUMENTS,EMAIL,8/1/2014,Attorney,
P2014-1989,6/13/2014,PDR,ALL DOCUMENTS,EMAIL,8/1/2014,Attorney,
P2014-1990,6/13/2014,PDR,ALL DOCUMENTS,EMAIL,8/1/2014,Attorney,
P2014-1992,6/13/2014,PDR,14-11730,FAX,6/18/2014,Individual,
P2014-1993,6/13/2014,PDR,CFS,EMAIL,7/17/2014,Attorney,
P2014-1994,6/13/2014,PDR,14-34115,EMAIL,6/18/2014,Individual,
P2014-1995,6/13/2014,PDR,14-86776,COUNTER,6/27/2014,Individual,
P2014-1996,6/13/2014,PDR,12-167870,COUNTER,6/17/2014,Individual,
P2014-1997,6/13/2014,PDR,14-164242,FAX,6/17/2014,Individual,
P2014-1998,6/13/2014,PDR,13-408519,EMAIL,6/18/2014,Individual,
P2014-1999,6/13/2014,PDR,CFS,EMAIL,7/17/2014,Individual,
P2014-2000,6/13/2014,PDR,14-156137,FAX,6/13/2014,Attorney,
P2014-2001,6/13/2014,PDR,14-171345,MAIL,6/19/2014,Attorney,
P2014-2002,6/13/2014,PDR,14-72540,MAIL,6/18/2014,Attorney,
P2014-1979,6/16/2014,PDR,VIDEOS,EMAIL,-,Media,
P2014-1980,6/16/2014,PDR,OPA Cases,EMAIL,4/2/2015,Individual,
P2014-2003,6/16/2014,PDR,36 IN CAR VIDEOS,EMAIL,7/31/2014,Attorney,
P2014-2004,6/16/2014,PDR,CFS,COUNTER,8/10/2014,Individual,
P2014-2005,6/16/2014,PDR,CFS,EMAIL,7/6/2014,Individual,
P2014-2006,6/16/2014,PDR,14-169396,MAIL,7/7/2014,Attorney,
P2014-2007,6/16/2014,PDR,14-160624,MAIL,8/31/2014,Attorney,
P2014-2008,6/16/2014,PDR,13-35135,EMAIL,6/30/2014,Attorney,
P2014-2009,6/16/2014,PDR,14-146293,EMAIL,6/20/2014,Attorney,
P2014-2010,6/16/2014,PDR,14-176457,EMAIL,7/7/2014,Individual,
P2014-2012,6/16/2014,PDR,14-141253,FAX,7/9/2014,Attorney,
P2014-2013,6/16/2014,PDR,13-60306 & 14-150319,EMAIL,7/7/2014,Individual,
P2014-2014,6/16/2014,PDR,14-169023,EMAIL,7/6/2014,Attorney,
P2014-2037,6/16/2014,PDR,14-122424,EMAIL,8/29/2014,Attorney,
P2014-2038,6/16/2014,PDR,14-163651 & 14-147159,EMAIL,7/6/2014,Individual,
P2014-2039,6/16/2014,PDR,14-23605,EMAIL,7/6/2014,Individual,
P2014-2040,6/16/2014,PDR,14-90516,EMAIL,9/2/2014,Individual,
P2014-2011,6/17/2014,PDR,14-135775,COUNTER,7/6/2014,Individual,
P2014-2017,6/17/2014,PDR,ELECTRONIC DATABASE,EMAIL,7/28/2014,Individual,
P2014-2018,6/17/2014,PDR,ICV,EMAIL,10/6/2014,Attorney,
P2014-2019,6/17/2014,PDR,ALL DOCUMENTS,EMAIL,11/24/2014,Media,
P2014-2022,6/17/2014,PDR,14-154783,EMAIL,9/26/2014,Attorney,
P2014-2023,6/17/2014,PDR,14-154783,EMAIL,9/26/2014,Attorney,
P2014-2024,6/17/2014,PDR,14-154783,EMAIL,9/26/2014,Attorney,
P2014-2025,6/17/2014,PDR,14-154783,EMAIL,9/26/2014,Attorney,
P2014-2026,6/17/2014,PDR,14-154783,EMAIL,9/26/2014,Attorney,
P2014-2027,6/17/2014,PDR,ALL DOCUMENTS,MAIL,11/10/2014,Inmate,
P2014-2028,6/17/2014,PDR,ALL DOCUMENTS,MAIL,12/29/2014,Inmate,
P2014-2029,6/17/2014,PDR,ALL DOCUMENTS,MAIL,12/29/2014,Inmate,
P2014-2030,6/17/2014,PDR,ALL DOCUMENTS,MAIL,12/29/2014,Inmate,
P2014-2031,6/17/2014,PDR,ALL DOCUMENTS,MAIL,12/29/2014,Inmate,
P2014-2032,6/17/2014,PDR,ALL DOCUMENTS,MAIL,12/29/2014,Inmate,
P2014-2033,6/17/2014,PDR,ALL DOCUMENTS,MAIL,12/29/2014,Inmate,
P2014-2034,6/17/2014,PDR,ALL DOCUMENTS,MAIL,12/29/2014,Inmate,
P2014-2035,6/17/2014,PDR,ALL DOCUMENTS,MAIL,12/29/2014,Inmate,
P2014-2036,6/17/2014,PDR,ALL DOCUMENTS,MAIL,12/29/2014,Inmate,
P2014-2041,6/17/2014,PDR,ALL DOCUMENTS,EMAIL,4/14/2015,Media,
P2014-2051,6/17/2014,PDR,ALL DOCUMENTS,MAIL,10/13/2014,Inmate,
P2014-2052,6/17/2014,PDR,ALL DOCUMENTS,MAIL,10/13/2014,Inmate,
P2014-2053,6/17/2014,PDR,13-448597,EMAIL,6/24/2014,Attorney,
P2014-2054,6/17/2014,PDR,ALL DOCUMENTS,EMAIL,9/1/2014,Individual,
P2014-2055,6/17/2014,PDR,CFS,EMAIL,8/17/2014,Individual,
P2014-2056,6/17/2014,PDR,14-101317,EMAIL,6/24/2014,Individual,
P2014-2057,6/17/2014,PDR,14-160933,MAIL,8/17/2014,Attorney,
P2014-2058,6/17/2014,PDR,14-94758,EMAIL,6/24/2014,Attorney,
P2014-2059,6/17/2014,PDR,14-150319,EMAIL,6/24/2014,Individual,
P2014-2060,6/17/2014,PDR,14-192394,EMAIL,6/30/2014,Media,
P2014-2061,6/17/2014,PDR,14-167889,EMAIL,6/24/2014,Individual,
P2014-2062,6/17/2014,PDR,CITATIONS,COUNTER,6/24/2014,Individual,
P2014-2063,6/17/2014,PDR,13-260519,EMAIL,8/6/2014,Attorney,
P2014-2064,6/17/2014,PDR,14-173270,COUNTER,6/24/2014,Individual,
P2014-2065,6/17/2014,PDR,14-160843,EMAIL,6/24/2014,Individual,
P2014-2066,6/17/2014,PDR,09-89696,COUNTER,6/24/2014,Attorney,
P2014-2067,6/17/2014,PDR,09-237483,COUNTER,6/24/2014,Individual,
P2014-2068,6/17/2014,PDR,-,FAX,8/17/2014,Attorney,
P2014-2069,6/17/2014,PDR,INCIDENT REPORTS,EMAIL,6/24/2014,Individual,
P2014-2070,6/17/2014,PDR,13-136932,EMAIL,6/25/2014,Media,
P2014-2071,6/17/2014,PDR,14-131077,MAIL,6/24/2014,Attorney,
P2014-2072,6/17/2014,PDR,14-187034,EMAIL,9/8/2014,Attorney,
P2014-2020,6/18/2014,PDR,CFS,EMAIL,8/12/2014,Attorney,
P2014-2021,6/18/2014,PDR,14-154783,EMAIL,9/26/2014,Attorney,
P2014-2042,6/18/2014,PDR,14-141253,MAIL,6/18/2014,Attorney,
P2014-2044,6/18/2014,PDR,-,EMAIL,10/10/2014,Attorney,
P2014-2045,6/18/2014,PDR,14-169305,EMAIL,6/24/2014,Attorney,
P2014-2046,6/18/2014,PDR,11-238520,COUNTER,6/24/2014,Individual,
P2014-2047,6/18/2014,PDR,14-42040,COUNTER,6/25/2014,Individual,
P2014-2048,6/18/2014,PDR,ALL DOCUMENTS,EMAIL,6/25/2014,Attorney,
P2014-2049,6/18/2014,PDR,47 IN CAR VIDEOS,EMAIL,2/20/2015,Attorney,
P2014-2050,6/18/2014,PDR,14-191375,COUNTER,6/23/2014,Individual,
P2014-2073,6/18/2014,PDR,13-215036,EMAIL,6/25/2014,Attorney,
P2014-2074,6/18/2014,PDR,14-139978,FAX,6/25/2014,Attorney,
P2014-2090,6/18/2014,PDR,14-183494,COUNTER,8/6/2014,Individual,
P2014-2091,6/18/2014,PDR,10-37653,COUNTER,6/24/2014,Individual,
P2014-2092,6/18/2014,PDR,08-364264 & 09-42936,COUNTER,6/24/2014,Individual,
P2014-2093,6/18/2014,PDR,13-165844,EMAIL,7/2/2014,Media,
P2014-2120,6/18/2014,PDR,14-2389,EMAIL,9/15/2014,Attorney,
P2014-2122,6/18/2014,PDR,P2014-133,MAIL,8/31/2014,Inmate,
P2014-2043,6/19/2014,PDR,13-326069,EMAIL,6/26/2014,Individual,
P2014-2075,6/19/2014,PDR,13-388008,MAIL,6/26/2014,Attorney,
P2014-2078,6/19/2014,PDR,14-191783,MAIL,7/17/2014,Attorney,
P2014-2079,6/19/2014,PDR,13-303143,COUNTER,7/31/2014,Individual,
P2014-2081,6/19/2014,PDR,14-153111,EMAIL,6/26/2014,Individual,
P2014-2082,6/19/2014,PDR,14-178139,EMAIL,9/3/2014,Attorney,
P2014-2083,6/19/2014,PDR,14-64986 & 14-64998,EMAIL,6/25/2014,Individual,
P2014-2084,6/19/2014,PDR,14-176125,EMAIL,6/26/2014,Attorney,
P2014-2085,6/19/2014,PDR,4Z0534312,EMAIL,7/10/2014,Attorney,
P2014-2087,6/19/2014,PDR,35 ICVs,EMAIL,12/3/2014,Attorney,
P2014-2100,6/19/2014,PDR,INFRACTION # 12654844,MAIL,6/26/2014,Attorney,
P2014-2123,6/19/2014,PDR,14-192394,EMAIL,6/30/2014,Media,
P2014-2076,6/20/2014,PDR,ALL INFORMATION,EMAIL,7/25/2014,Media,
P2014-2077,6/20/2014,PDR,ALL RECORDS,EMAIL,7/25/2014,Individual,
P2014-2080,6/20/2014,PDR,14-174958,EMAIL,6/27/2014,Individual,
P2014-2086,6/20/2014,PDR,ALL RECORDS,EMAIL,8/25/2014,Media,
P2014-2088,6/20/2014,PDR,14-16582,COUNTER,6/27/2014,Individual,
P2014-2089,6/20/2014,PDR,"14-54910, 14-150319",COUNTER,6/27/2014,Individual,
P2014-2094,6/20/2014,PDR,14 ICVs,EMAIL,9/15/2014,Attorney,
P2014-2095,6/20/2014,PDR,14-165970,EMAIL,6/27/2014,Attorney,
P2014-2096,6/20/2014,PDR,ARREST REPORT,COUNTER,7/29/2014,Individual,
P2014-2097,6/20/2014,PDR,13-458962,COUNTER,6/27/2014,Individual,
P2014-2098,6/20/2014,PDR,13-348627,EMAIL,6/27/2014,Individual,
P2014-2099,6/20/2014,PDR,14-133277,MAIL,6/27/2014,Attorney,
P2014-2101,6/23/2014,PDR,13-422553,EMAIL,7/1/2014,Individual,
P2014-2102,6/23/2014,PDR,CRIME STATS & RATES,EMAIL,6/30/2014,Individual,
P2014-2103,6/23/2014,PDR,14-128375,EMAIL,8/12/2014,Attorney,
P2014-2104,6/23/2014,PDR,05-402399,EMAIL,7/1/2014,Individual,
P2014-2105,6/23/2014,PDR,14-197173,EMAIL,6/30/2014,Individual,
P2014-2106,6/23/2014,PDR,14-122358,COUNTER,6/30/2014,Individual,
P2014-2107,6/23/2014,PDR,04-425995,EMAIL,6/25/2014,Individual,
P2014-2109,6/23/2014,PDR,INCIDENT REPORT,COUNTER,6/30/2014,Individual,
P2014-2126,6/23/2014,PDR,95-96640,EMAIL,7/23/2014,Media,
P2014-2165,6/23/2014,PDR,PTCR & F/U,EMAIL,7/30/2014,Individual,
P2014-2108,6/24/2014,PDR,11-354387,EMAIL,7/1/2014,Individual,
P2014-2110,6/24/2014,PDR,4 ICV,EMAIL,8/4/2014,Individual,
P2014-2111,6/24/2014,PDR,9 ICV,EMAIL,10/15/2014,Individual,
P2014-2112,6/24/2014,PDR,14-142979,EMAIL,7/7/2014,Attorney,
P2014-2113,6/24/2014,PDR,09-174087,EMAIL,7/16/2014,Individual,
P2014-2114,6/24/2014,PDR,14-58205,COUNTER,6/25/2014,Individual,
P2014-2115,6/24/2014,PDR,14-180574,COUNTER,6/25/2014,Individual,
P2014-2116,6/24/2014,PDR,"14-101833, 14-147201",MAIL,6/25/2014,Individual,
P2014-2117,6/24/2014,PDR,ICV,EMAIL,9/29/2014,Individual,
P2014-2127,6/24/2014,PDR,REPORTS / CALLS FOR SERVICES,EMAIL,8/10/2014,Individual,
P2014-2128,6/24/2014,PDR,ALL DUI REPORTS 3/31/13 - 3/31/14,EMAIL,1/21/2015,Attorney,
P2014-2129,6/24/2014,PDR,ALL REPORTS AND DOCUMENTS,EMAIL,9/15/2014,Individual,
P2014-2134,6/24/2014,PDR,10-418033,EMAIL,6/30/2014,Individual,
P2014-2135,6/24/2014,PDR,14-74975,FAX,6/30/2014,Attorney,
P2014-2136,6/24/2014,PDR,14-199101,EMAIL,7/1/2014,Individual,
P2014-2137,6/24/2014,PDR,ALL DOCUMENTS,EMAIL,9/14/2014,Attorney,
P2014-2138,6/24/2014,PDR,14-196672,EMAIL,6/30/2014,Attorney,
P2014-2139,6/24/2014,PDR,08-47939 & 13-285512,MAIL,9/24/2014,Attorney,
P2014-2140,6/24/2014,PDR,1970 HOMICIDE REPORT,MAIL,7/22/2014,Individual,
P2014-2157,6/24/2014,PDR,14-201859 & 14-202905,FAX,6/30/2014,Attorney,
P2014-2159,6/24/2014,PDR,ALL RECORDS AS VICTIM,EMAIL,6/30/2014,Attorney,
P2014-2160,6/24/2014,PDR,LIST OF TATTOOS,EMAIL,7/1/2014,Attorney,
P2014-2162,6/24/2014,PDR,CAD LOGS FOR 3/30/14,EMAIL,6/30/2014,Attorney,
P2014-2163,6/24/2014,PDR,13-252740,EMAIL,7/1/2014,Attorney,
P2014-2164,6/24/2014,PDR,13-345246,FAX,6/30/2014,Individual,
P2014-2118,6/25/2014,PDR,14-194317,EMAIL,6/30/2014,Individual,
P2014-2119,6/25/2014,PDR,CFS,EMAIL,7/29/2014,Individual,
P2014-2121,6/25/2014,PDR,ALL REPORTS,EMAIL,7/2/2014,Attorney,
P2014-2124,6/25/2014,PDR,DOCUMENTS,EMAIL,7/25/2014,Media,
P2014-2125,6/25/2014,PDR,10-302634,COUNTER,7/2/2014,Individual,
P2014-2130,6/25/2014,PDR,09-428255,EMAIL,6/30/2014,Attorney,
P2014-2131,6/25/2014,PDR,TRAINING RECORDS,COUNTER,7/2/2014,Individual,
P2014-2132,6/25/2014,PDR,13-72477,EMAIL,7/29/2014,Attorney,
P2014-2133,6/25/2014,PDR,POLICE REPORT,EMAIL,6/30/2014,Attorney,
P2014-2141,6/25/2014,PDR,22 IN CAR VIDEOS,EMAIL,10/13/2014,Attorney,
P2014-2142,6/25/2014,PDR,"14-175141, 14-175142 & 14-175143",EMAIL,7/2/2014,Attorney,
P2014-2146,6/25/2014,PDR,09-306840,COUNTER,6/30/2014,Individual,
P2014-2148,6/25/2014,PDR,13-341898,EMAIL,6/30/2014,Individual,
P2014-2149,6/25/2014,PDR,12-126410,EMAIL,6/30/2014,Attorney,
P2014-2150,6/25/2014,PDR,CFS,EMAIL,7/29/2014,Attorney,
P2014-2155,6/25/2014,PDR,INCIDENT REPORTS,COUNTER,7/22/2014,Individual,
P2014-2156,6/25/2014,PDR,97-255815,COUNTER,7/1/2014,Individual,
P2014-2158,6/25/2014,PDR,DV REPORTS,COUNTER,9/24/2014,Individual,
P2014-2170,6/25/2014,PDR,FULL NAME AND AGENCY CONTACT,EMAIL,6/30/2014,Attorney,
P2014-2143,6/26/2014,PDR,07-276687,COUNTER,7/2/2014,Individual,
P2014-2144,6/26/2014,PDR,09-127333,COUNTER,7/2/2014,Individual,
P2014-2145,6/26/2014,PDR,09-372184,COUNTER,6/30/2014,Individual,
P2014-2147,6/26/2014,PDR,10-205839,FAX,6/30/2014,Attorney,
P2014-2151,6/26/2014,PDR,14-175412,MAIL,7/2/2014,Attorney,
P2014-2152,6/26/2014,PDR,14-3407,COUNTER,7/2/2014,Individual,
P2014-2153,6/26/2014,PDR,13-353787,COUNTER,7/2/2014,Individual,
P2014-2154,6/26/2014,PDR,14-196672,EMAIL,6/27/2014,Attorney,
P2014-2166,6/26/2014,PDR,14-198559,EMAIL,7/3/2014,Attorney,
P2014-2167,6/26/2014,PDR,INCIDENT REPORT,EMAIL,7/30/2014,Attorney,
P2014-2168,6/26/2014,PDR,-,EMAIL,10/28/2014,Individual,
P2014-2169,6/26/2014,PDR,13-353787,EMAIL,7/2/2014,Attorney,
P2014-2177,6/26/2014,PDR,14-199378,EMAIL,7/22/2014,Media,
P2014-2178,6/26/2014,PDR,14-199378,EMAIL,7/22/2014,Media,
P2014-2187,6/26/2014,PDR,420403253,COUNTER,7/2/2014,Individual,
P2014-2189,6/26/2014,PDR,14-201996,FAX,7/2/2014,Attorney,
P2014-2195,6/26/2014,PDR,14-156137,FAX,7/31/2014,Attorney,
P2014-2197,6/26/2014,PDR,14-146379,MAIL,7/3/2014,Inmate,
P2014-2209,6/26/2014,PDR,VIDEO,EMAIL,7/23/2014,Media,
P2014-2161,6/27/2014,PDR,CITATION VIDEO,EMAIL,6/30/2014,Individual,
P2014-2171,6/27/2014,PDR,14-198076,EMAIL,7/4/2014,Individual,
P2014-2172,6/27/2014,PDR,14-198387,MAIL,8/1/2014,Attorney,
P2014-2173,6/27/2014,PDR,-,EMAIL,7/31/2014,Individual,
P2014-2174,6/27/2014,PDR,14-199378,EMAIL,7/22/2014,Media,
P2014-2175,6/27/2014,PDR,IN CAR VIDEO DENIALS,EMAIL,1/9/2015,Attorney,
P2014-2176,6/27/2014,PDR,14-199378,EMAIL,7/22/2014,Media,
P2014-2179,6/27/2014,PDR,14-199378,EMAIL,7/22/2014,Media,
P2014-2180,6/27/2014,PDR,14-199378,EMAIL,7/22/2014,Media,
P2014-2181,6/27/2014,PDR,CFS,FAX,8/12/2014,Individual,
P2014-2182,6/27/2014,PDR,ANY AND ALL RECORDS,EMAIL,1/5/2015,Media,
P2014-2185,6/27/2014,PDR,14-172885,MAIL,7/25/2014,Attorney,
P2014-2186,6/27/2014,PDR,14-117067,COUNTER,7/4/2014,Individual,
P2014-2188,6/27/2014,PDR,99-338158 & 96-427572,COUNTER,7/4/2014,Individual,
P2014-2190,6/27/2014,PDR,14-205090,EMAIL,7/4/2014,Individual,
P2014-2191,6/27/2014,PDR,12-302353,COUNTER,7/4/2014,Individual,
